Time(year-month-day h:m:s),Total solar irradiance (W/m2),Direct normal irradiance (W/m2),Global horizontal irradiance (W/m2),Air temperature  (°C) ,Atmosphere (hpa),Relative humidity (%),Power (MW)
1/1/2019 23:00,0,0,0,-3273.2,1028.4,60.9,-0.04 
1/1/2019 23:15,0,0,0,-3272.9,1028.4,60.8,-0.04 
1/1/2019 23:30,0,0,0,-3272.8,1028.4,61.2,-0.04 
1/1/2019 23:45,0,0,0,-3272.6,1028.4,61,-0.04 
1/2/2019 0:00,0,0,0,-3272.7,1028.3,61.4,-0.04 
1/2/2019 0:15,0,0,0,-3272.1,1028.4,62.3,-0.04 
1/2/2019 0:30,0,0,0,-3272.2,1028.5,62.7,-0.04 
1/2/2019 0:45,0,0,0,-3272.1,1028.4,62.3,-0.04 
1/2/2019 1:00,0,0,0,-3271.3,1028.4,63.1,-0.04 
1/2/2019 1:15,0,0,0,-3271.1,1028.5,63.7,-0.04 
1/2/2019 1:30,0,0,0,-3271.9,1028.5,63.9,-0.04 
1/2/2019 1:45,0,0,0,-3272.5,1028.8,62.8,-0.04 
1/2/2019 2:00,0,0,0,-3272.2,1028.8,62,-0.04 
1/2/2019 2:15,0,0,0,-3272.7,1028.7,61.2,-0.04 
1/2/2019 2:30,0,0,0,-3272.3,1028.6,61.8,-0.04 
1/2/2019 2:45,0,0,0,-3272.4,1028.5,62.1,-0.04 
1/2/2019 3:00,0,0,0,-3271.8,1028.6,62.9,-0.04 
1/2/2019 3:15,0,0,0,-3271.9,1028.6,63.7,-0.03 
1/2/2019 3:30,0,0,0,-3271.7,1028.5,64.3,-0.04 
1/2/2019 3:45,0,0,0,-3271.9,1028.6,64.8,-0.04 
1/2/2019 4:00,0,0,0,-3271.7,1028.7,65.3,-0.04 
1/2/2019 4:15,0,0,0,-3271.4,1028.6,65.6,-0.04 
1/2/2019 4:30,0,0,0,-3271.7,1028.6,66,-0.04 
1/2/2019 4:45,0,0,0,-3271.6,1028.6,66.5,-0.04 
1/2/2019 5:00,0,0,0,-3271.4,1028.7,66.7,-0.04 
1/2/2019 5:15,0,0,0,-3271.5,1028.7,67,-0.04 
1/2/2019 5:30,0,0,0,-3271.5,1028.9,67.3,-0.04 
1/2/2019 5:45,0,0,0,-3272.1,1028.9,67.3,-0.04 
1/2/2019 6:00,0,0,0,-3272,1029.2,67.2,-0.04 
1/2/2019 6:15,0,0,0,-3271.7,1029.3,67.3,-0.04 
1/2/2019 6:30,0,0,0,-3271.8,1029.4,67.3,-0.04 
1/2/2019 6:45,0,0,0,-3271.7,1029.4,67.1,-0.04 
1/2/2019 7:00,0,0,0,-3271.2,1029.2,67.4,-0.04 
1/2/2019 7:15,0,0,0,-3271.9,1029.3,67.6,0.01 
1/2/2019 7:30,0,0,0,-3271.9,1029.5,66.8,0.26 
1/2/2019 7:45,57,0,0,-3272.2,1029.7,66,0.73 
1/2/2019 8:00,120,0,31,-3271.9,1029.9,65.6,1.39 
1/2/2019 8:15,180,0,39,-3272.6,1030.2,64.5,2.14 
1/2/2019 8:30,240,0,47,-3273.2,1030.4,63,2.90 
1/2/2019 8:45,287,0,55,-3274,1030.7,61.5,4.02 
1/2/2019 9:00,330,0,61,-3274.2,1031,60.5,8.63 
1/2/2019 9:15,382,0,65,-3275,1030.9,58.8,10.31 
1/2/2019 9:30,433,0,69,-3275.4,1030.9,56.7,11.79 
1/2/2019 9:45,488,0,76,-3275.8,1031,54,13.76 
1/2/2019 10:00,552,0,84,-3276,1031,53.2,15.17 
1/2/2019 10:15,631,0,90,-3276.5,1031,52.8,16.48 
1/2/2019 10:30,718,0,96,0.3,1030.9,51.7,17.78 
1/2/2019 10:45,780,0,101,0.7,1030.7,48.1,18.74 
1/2/2019 11:00,794,31,102,0.8,1030.6,48,19.48 
1/2/2019 11:15,795,0,103,0.7,1030.5,45.4,19.94 
1/2/2019 11:30,804,0,103,0.8,1030.3,42.4,20.45 
1/2/2019 11:45,783,0,112,1,1030.2,46.7,21.04 
1/2/2019 12:00,773,0,123,0.9,1030,47.1,21.27 
1/2/2019 12:15,765,0,127,1.2,1030,46.4,21.15 
1/2/2019 12:30,760,0,125,1.2,1029.8,47.7,20.88 
1/2/2019 12:45,746,0,123,1.4,1030,47,20.59 
1/2/2019 13:00,736,0,118,1.6,1030,47.4,19.66 
1/2/2019 13:15,704,0,119,1.3,1029.9,47.9,19.43 
1/2/2019 13:30,681,0,113,1.5,1029.5,49.4,18.63 
1/2/2019 13:45,648,0,109,1.4,1029.7,49.9,17.81 
1/2/2019 14:00,599,0,110,1.2,1029.9,52,16.42 
1/2/2019 14:15,556,36,106,1,1029.9,52.1,14.91 
1/2/2019 14:30,513,0,100,1.1,1029.8,50.9,13.95 
1/2/2019 14:45,458,0,96,0.8,1029.8,52.8,12.36 
1/2/2019 15:00,397,0,92,0.9,1030,53.9,10.62 
1/2/2019 15:15,342,0,82,0.5,1029.9,53.9,8.90 
1/2/2019 15:30,283,46,74,0.4,1029.9,53.7,4.25 
1/2/2019 15:45,224,0,64,0.1,1030,53.7,3.00 
1/2/2019 16:00,164,58,53,-3276.7,1029.9,53.8,2.11 
1/2/2019 16:15,98,0,37,-3276.3,1029.9,54.1,1.40 
1/2/2019 16:30,43,0,0,-3276.1,1029.8,54,0.69 
1/2/2019 16:45,0,0,0,-3275.9,1029.8,54.4,0.36 
1/2/2019 17:00,0,0,0,-3275.7,1029.9,54,0.01 
1/2/2019 17:15,0,30,0,-3275.5,1029.9,54.5,-0.06 
1/2/2019 17:30,0,0,0,-3275.2,1030.1,55.7,-0.04 
1/2/2019 17:45,0,0,0,-3275.3,1030.1,56.5,-0.04 
1/2/2019 18:00,0,0,0,-3275.2,1030,56.8,-0.04 
1/2/2019 18:15,0,67,0,-3275.1,1030.2,56.6,-0.04 
1/2/2019 18:30,0,0,0,-3275,1030.4,56.9,-0.04 
1/2/2019 18:45,0,0,0,-3274.8,1030.5,57.7,-0.04 
1/2/2019 19:00,0,0,0,-3274.9,1030.8,58.1,-0.04 
1/2/2019 19:15,0,0,0,-3274.7,1031,58.3,-0.04 
1/2/2019 19:30,0,34,0,-3274.8,1031.2,57.9,-0.04 
1/2/2019 19:45,0,35,0,-3274.5,1031.3,58.7,-0.04 
1/2/2019 20:00,0,0,0,-3274.5,1031.3,59.3,-0.04 
1/2/2019 20:15,0,47,0,-3274.3,1031.8,60,-0.04 
1/2/2019 20:30,0,0,0,-3274.3,1031.7,60.2,-0.04 
1/2/2019 20:45,0,33,0,-3274.3,1031.9,60.4,-0.04 
1/2/2019 21:00,0,0,0,-3274.4,1032,60.4,-0.04 
1/2/2019 21:15,0,0,0,-3274.2,1032.2,60.8,-0.04 
1/2/2019 21:30,0,0,0,-3274.5,1032.7,60.1,-0.04 
1/2/2019 21:45,0,0,0,-3274.3,1032.4,60,-0.04 
1/2/2019 22:00,0,0,0,-3274.1,1032.6,60.6,-0.04 
1/2/2019 22:15,0,35,0,-3274.2,1032.6,60.8,-0.04 
1/2/2019 22:30,0,0,0,-3274.6,1033,60.4,-0.04 
1/2/2019 22:45,0,33,0,-3274.2,1032.9,60.2,-0.04 
1/2/2019 23:00,0,0,0,-3274.1,1033.5,61.2,-0.04 
1/2/2019 23:15,0,0,0,-3274.2,1033.5,61.2,-0.04 
1/2/2019 23:30,0,0,0,-3274.1,1033.6,61.4,-0.04 
1/2/2019 23:45,0,0,0,-3274.1,1033.8,61.6,-0.04 
1/3/2019 0:00,0,0,0,-3273.5,1033.5,62.2,-0.04 
1/3/2019 0:15,0,0,0,-3273.8,1033.6,62.5,-0.04 
1/3/2019 0:30,0,0,0,-3273.6,1033.4,62.7,-0.04 
1/3/2019 0:45,0,0,0,-3273.2,1033.3,63.2,-0.04 
1/3/2019 1:00,0,0,0,-3273.3,1033.1,63.5,-0.04 
1/3/2019 1:15,0,0,0,-3273.1,1033.2,63.4,-0.04 
1/3/2019 1:30,0,0,0,-3273.1,1033.5,63.5,-0.04 
1/3/2019 1:45,0,0,0,-3273.5,1033.4,63.6,-0.04 
1/3/2019 2:00,0,0,0,-3273,1033.3,63.9,-0.04 
1/3/2019 2:15,0,0,0,-3273.6,1033.2,63.7,-0.04 
1/3/2019 2:30,0,0,0,-3273.2,1033.7,63.6,-0.04 
1/3/2019 2:45,0,0,0,-3273.1,1033.7,64,-0.04 
1/3/2019 3:00,0,0,0,-3273.1,1033.9,64.2,-0.04 
1/3/2019 3:15,0,0,0,-3273.3,1033.9,64.1,-0.03 
1/3/2019 3:30,0,0,0,-3273,1033.8,64.2,-0.03 
1/3/2019 3:45,0,0,0,-3273.1,1033.8,64.1,-0.04 
1/3/2019 4:00,0,0,0,-3273.7,1033.9,63.5,-0.04 
1/3/2019 4:15,0,0,0,-3274,1033.9,62.7,-0.04 
1/3/2019 4:30,0,0,0,-3273.7,1033.9,62.3,-0.04 
1/3/2019 4:45,0,0,0,-3273.4,1033.7,62.4,-0.04 
1/3/2019 5:00,0,0,0,-3273.2,1033.7,62.6,-0.04 
1/3/2019 5:15,0,0,0,-3273.1,1033.6,62.7,-0.04 
1/3/2019 5:30,0,0,0,-3273.2,1033.8,62.1,-0.04 
1/3/2019 5:45,0,0,0,-3273.4,1034.2,60.8,-0.04 
1/3/2019 6:00,0,0,0,-3273.8,1034.1,60.3,-0.04 
1/3/2019 6:15,0,0,0,-3274,1034.1,60.5,-0.04 
1/3/2019 6:30,0,0,0,-3274,1034.2,61,-0.04 
1/3/2019 6:45,0,0,0,-3273.6,1034.3,61.7,-0.04 
1/3/2019 7:00,0,0,0,-3273.3,1034.3,62.5,-0.04 
1/3/2019 7:15,0,0,0,-3273.1,1034.4,63.2,-0.01 
1/3/2019 7:30,0,0,0,-3272.9,1034.7,63.8,0.24 
1/3/2019 7:45,0,0,0,-3272.9,1034.9,64.3,0.71 
1/3/2019 8:00,38,0,39,-3273.1,1035.2,64.7,1.39 
1/3/2019 8:15,56,0,55,-3273.3,1035.1,64.8,2.39 
1/3/2019 8:30,77,0,73,-3273.1,1035.1,65,3.63 
1/3/2019 8:45,89,0,82,-3273.4,1035.4,65.3,4.82 
1/3/2019 9:00,99,0,99,-3273.8,1035.4,65.2,9.26 
1/3/2019 9:15,95,0,102,-3274,1035.5,65,12.26 
1/3/2019 9:30,139,0,119,-3274.3,1035.5,64.8,12.22 
1/3/2019 9:45,211,35,129,-3274.6,1035.3,64.4,13.13 
1/3/2019 10:00,377,0,174,-3275,1034.9,63.7,12.32 
1/3/2019 10:15,506,0,128,-3275.2,1035.3,62.8,10.29 
1/3/2019 10:30,370,0,117,-3275.9,1035.3,61.5,16.30 
1/3/2019 10:45,371,31,133,-3276.3,1035,59.8,18.33 
1/3/2019 11:00,546,0,147,-3276.6,1035,58.7,18.37 
1/3/2019 11:15,654,38,108,-3276.7,1034.7,58.5,13.98 
1/3/2019 11:30,801,0,119,0.3,1034.6,58,18.22 
1/3/2019 11:45,810,0,122,1.1,1034.2,56,19.05 
1/3/2019 12:00,817,0,115,1.4,1034.1,54.9,21.37 
1/3/2019 12:15,821,50,112,1.7,1033.8,54.6,22.97 
1/3/2019 12:30,824,0,106,1.6,1033.7,54.5,22.40 
1/3/2019 12:45,811,60,100,1.8,1033.5,54.2,22.10 
1/3/2019 13:00,796,0,101,1.7,1033.4,54.3,21.42 
1/3/2019 13:15,774,0,101,1.9,1033.3,54.3,21.27 
1/3/2019 13:30,747,0,98,2.1,1033.2,54.2,20.46 
1/3/2019 13:45,716,0,94,2,1032.9,54.1,19.16 
1/3/2019 14:00,677,62,92,1.9,1032.8,54.2,15.74 
1/3/2019 14:15,632,0,89,1.7,1032.7,53.5,16.44 
1/3/2019 14:30,584,0,85,1.8,1032.6,53.4,15.44 
1/3/2019 14:45,530,0,80,1.7,1032.6,54,13.29 
1/3/2019 15:00,471,0,77,1.7,1032.3,53.9,11.71 
1/3/2019 15:15,410,0,71,1.4,1032.4,54.4,9.00 
1/3/2019 15:30,340,0,66,1.3,1032.3,54.8,4.73 
1/3/2019 15:45,272,0,59,1,1032.3,55.1,2.94 
1/3/2019 16:00,205,0,50,0.8,1032.2,55.5,2.27 
1/3/2019 16:15,133,0,38,0.4,1032.1,56.3,0.87 
1/3/2019 16:30,70,0,0,0.1,1032.2,57.3,0.46 
1/3/2019 16:45,0,0,0,0,1032,57.9,0.16 
1/3/2019 17:00,0,63,0,-3276.5,1032.1,57.6,0.00 
1/3/2019 17:15,0,0,0,-3276.3,1032.2,58.3,-0.06 
1/3/2019 17:30,0,0,0,-3276.1,1032.3,59.2,-0.04 
1/3/2019 17:45,0,35,0,-3276,1032.3,59.6,-0.04 
1/3/2019 18:00,0,0,0,-3275.9,1032.6,59.7,-0.04 
1/3/2019 18:15,0,0,0,-3275.7,1032.6,59.8,-0.04 
1/3/2019 18:30,0,34,0,-3275.6,1032.7,59.8,-0.04 
1/3/2019 18:45,0,0,0,-3275.5,1032.8,59.8,-0.04 
1/3/2019 19:00,0,0,0,-3275.5,1032.8,59.9,-0.04 
1/3/2019 19:15,0,32,0,-3275.3,1032.9,60.4,-0.04 
1/3/2019 19:30,0,0,0,-3275.2,1032.8,60.9,-0.04 
1/3/2019 19:45,0,0,0,-3275.1,1033,61.4,-0.04 
1/3/2019 20:00,0,0,0,-3275,1033,61.3,-0.04 
1/3/2019 20:15,0,31,0,-3274.9,1033,61.3,-0.04 
1/3/2019 20:30,0,0,0,-3274.7,1032.8,62,-0.04 
1/3/2019 20:45,0,0,0,-3274.4,1032.6,62.6,-0.04 
1/3/2019 21:00,0,0,0,-3274.3,1032.3,63.4,-0.04 
1/3/2019 21:15,0,0,0,-3274.4,1032.4,63.8,-0.04 
1/3/2019 21:30,0,0,0,-3274.4,1032.1,64,-0.04 
1/3/2019 21:45,0,0,0,-3274.4,1032.3,64.4,-0.04 
1/3/2019 22:00,0,0,0,-3274.7,1032.2,64.4,-0.04 
1/3/2019 22:15,0,0,0,-3274.7,1032.2,64.5,-0.04 
1/3/2019 22:30,0,0,0,-3274.2,1032.2,64.9,-0.04 
1/3/2019 22:45,0,0,0,-3274.8,1032.3,65.1,-0.04 
1/3/2019 23:00,0,0,0,-3274.5,1032.2,65.3,-0.04 
1/3/2019 23:15,0,0,0,-3275,1032.4,65.4,-0.03 
1/3/2019 23:30,0,0,0,-3274.3,1032.2,65,-0.04 
1/3/2019 23:45,0,0,0,-3274.7,1032.2,65.4,-0.04 
1/4/2019 0:00,0,0,0,-3274.5,1032.3,65.6,-0.04 
1/4/2019 0:15,0,0,0,-3274.4,1032.3,65.7,-0.04 
1/4/2019 0:30,0,0,0,-3274.1,1031.8,65.7,-0.04 
1/4/2019 0:45,0,0,0,-3274.1,1031.4,66.2,-0.04 
1/4/2019 1:00,0,0,0,-3273.9,1031.5,67,-0.04 
1/4/2019 1:15,0,0,0,-3274.2,1031.1,67.5,-0.04 
1/4/2019 1:30,0,0,0,-3274,1030.5,68,-0.04 
1/4/2019 1:45,0,0,0,-3274.1,1030.3,68.6,-0.04 
1/4/2019 2:00,0,0,0,-3274.1,1030.6,69,-0.03 
1/4/2019 2:15,0,0,0,-3274.4,1030.5,69.2,-0.04 
1/4/2019 2:30,0,0,0,-3274.1,1030.1,69.4,-0.04 
1/4/2019 2:45,0,0,0,-3274,1029.9,69.7,-0.04 
1/4/2019 3:00,0,0,0,-3273.7,1029.8,69.9,-0.04 
1/4/2019 3:15,0,0,0,-3273.5,1029.6,70,-0.04 
1/4/2019 3:30,0,0,0,-3273.2,1029.7,70.2,-0.04 
1/4/2019 3:45,0,0,0,-3273.1,1029.9,70.3,-0.04 
1/4/2019 4:00,0,0,0,-3273.1,1029.8,70.4,-0.04 
1/4/2019 4:15,0,0,0,-3273.1,1030,70.4,-0.04 
1/4/2019 4:30,0,0,0,-3273.3,1030.2,70.4,-0.04 
1/4/2019 4:45,0,0,0,-3273.6,1030.3,70.3,-0.04 
1/4/2019 5:00,0,0,0,-3273.6,1030,70.1,-0.04 
1/4/2019 5:15,0,0,0,-3273.6,1030.1,70.1,-0.04 
1/4/2019 5:30,0,0,0,-3273.6,1030.1,69.9,-0.04 
1/4/2019 5:45,0,0,0,-3273.9,1030.4,69.6,-0.03 
1/4/2019 6:00,0,0,0,-3274,1030.1,69.3,-0.04 
1/4/2019 6:15,0,0,0,-3274,1030.1,69.1,-0.04 
1/4/2019 6:30,0,0,0,-3274.1,1030.3,69.1,-0.04 
1/4/2019 6:45,0,0,0,-3274,1030.6,69.1,-0.04 
1/4/2019 7:00,0,0,0,-3273.9,1030.5,69.2,-0.04 
1/4/2019 7:15,0,0,0,-3274,1030.4,69.3,-0.01 
1/4/2019 7:30,0,0,0,-3274,1030.7,69.5,0.23 
1/4/2019 7:45,0,0,0,-3274,1030.6,69.6,0.71 
1/4/2019 8:00,0,0,0,-3274,1030.5,69.6,1.37 
1/4/2019 8:15,34,0,36,-3274.2,1030.9,69.6,2.10 
1/4/2019 8:30,34,0,41,-3274.3,1031.2,69.6,2.95 
1/4/2019 8:45,37,0,49,-3274.5,1031.4,69.6,4.18 
1/4/2019 9:00,51,0,66,-3274.6,1031.4,69.5,7.22 
1/4/2019 9:15,78,0,94,-3274.8,1031.4,69.1,8.57 
1/4/2019 9:30,91,0,105,-3275,1031.5,68.5,10.12 
1/4/2019 9:45,97,0,111,-3275.1,1031.4,68.1,11.78 
1/4/2019 10:00,189,0,185,-3275.5,1031.7,67.5,12.78 
1/4/2019 10:15,101,0,123,-3275.6,1031.9,66.9,13.91 
1/4/2019 10:30,174,0,205,-3276,1032.1,66.4,14.79 
1/4/2019 10:45,131,0,176,-3276.4,1032.2,66,15.93 
1/4/2019 11:00,136,0,177,-3276.6,1032.3,65.5,16.08 
1/4/2019 11:15,183,0,220,0.2,1031.9,64.6,17.73 
1/4/2019 11:30,256,0,248,0.5,1031.6,62.2,12.79 
1/4/2019 11:45,250,0,245,0.3,1031.5,60.1,17.71 
1/4/2019 12:00,295,0,260,0.5,1031.3,59.5,15.60 
1/4/2019 12:15,355,0,281,0.9,1031.2,59.4,16.95 
1/4/2019 12:30,341,0,293,1.2,1031.1,59.8,16.74 
1/4/2019 12:45,176,0,205,1.4,1031.1,58.9,15.36 
1/4/2019 13:00,403,0,307,1.2,1030.8,57.7,12.92 
1/4/2019 13:15,221,0,217,1.4,1030.9,58.3,10.54 
1/4/2019 13:30,229,0,212,1.4,1030.9,57.3,7.94 
1/4/2019 13:45,291,0,207,1.5,1030.9,55.2,8.26 
1/4/2019 14:00,123,0,113,1.5,1030.9,53.9,5.84 
1/4/2019 14:15,304,48,160,1.4,1031.1,53.5,7.09 
1/4/2019 14:30,439,0,174,1.5,1031,53.6,6.68 
1/4/2019 14:45,417,0,165,1.6,1031.1,53.6,5.30 
1/4/2019 15:00,322,0,158,1.6,1031.2,53.3,5.44 
1/4/2019 15:15,201,0,119,1.5,1031.3,52.9,2.82 
1/4/2019 15:30,254,0,92,1.4,1031.2,52.6,2.48 
1/4/2019 15:45,202,38,79,1.3,1031.6,52.6,3.24 
1/4/2019 16:00,86,0,44,1,1031.7,52.3,2.70 
1/4/2019 16:15,61,0,46,0.9,1031.9,53,1.61 
1/4/2019 16:30,35,0,34,0.4,1031.9,53.4,0.88 
1/4/2019 16:45,0,0,0,0,1032.1,53.8,0.18 
1/4/2019 17:00,0,0,0,-3276.6,1032.3,53.5,-0.01 
1/4/2019 17:15,0,0,0,-3276.3,1032.4,53.8,-0.04 
1/4/2019 17:30,0,0,0,-3276.1,1032.5,53.9,-0.04 
1/4/2019 17:45,0,0,0,-3275.6,1032.7,54.3,-0.04 
1/4/2019 18:00,0,0,0,-3275.3,1033,54.4,-0.04 
1/4/2019 18:15,0,0,0,-3275.1,1033.1,54.5,-0.04 
1/4/2019 18:30,0,37,0,-3274.9,1033.4,54.4,-0.04 
1/4/2019 18:45,0,48,0,-3274.6,1033.7,55.3,-0.04 
1/4/2019 19:00,0,56,0,-3274.3,1033.8,55.5,-0.04 
1/4/2019 19:15,0,0,0,-3274.1,1033.8,55.8,-0.04 
1/4/2019 19:30,0,0,0,-3273.9,1034.2,55.9,-0.04 
1/4/2019 19:45,0,0,0,-3273.9,1034.1,56,-0.04 
1/4/2019 20:00,0,43,0,-3273.9,1034.6,56.1,-0.04 
1/4/2019 20:15,0,0,0,-3273.6,1034.5,56.4,-0.03 
1/4/2019 20:30,0,68,0,-3273.5,1034.5,56.7,-0.04 
1/4/2019 20:45,0,0,0,-3273.5,1034.7,56.2,-0.04 
1/4/2019 21:00,0,0,0,-3273.4,1034.6,56.2,-0.04 
1/4/2019 21:15,0,0,0,-3273.4,1034.7,55.8,-0.04 
1/4/2019 21:30,0,0,0,-3273.2,1034.5,55.5,-0.04 
1/4/2019 21:45,0,0,0,-3273,1034.5,55.8,-0.03 
1/4/2019 22:00,0,0,0,-3273,1034.6,55.9,-0.04 
